100,67
100,50
119,38
167,105
167,135
167,82
167,103
123,0
731,192
731,688
888,508
595,563
595,563
688,582
781,668
736,627
873,714
873,810
1054,810
1052,760
1178,990
1178,990
1166,970
1166,950
1205,1172
1253,1172
1253,1039
1253,868
1188,1049
1188,1163
1244,1163
1244,1048
1120,794
1000,780
1155,971
1026,971
976,899
1145,780
945,726
994,842
994,977
1021,932
1108,932
1315,1078
1340,1078
1101,1094
1101,1098
1101,1094
1101,1043
1136,1027
1157,1114
1173,1073
1173,932
1150,1049
1130,1036
1106,1095
1106,1029
1146,1032
1146,1044
1166,1146
1167,1134
1173,1162
1173,1161
1247,1171
1175,1171
1200,1073
1200,1134
1256,1082
1274,1083
1274,1255
1294,1255
1297,1255
1265,1255
1382,1247
1248,1208
1385,1196
1385,1189
1420,1346
1420,1419
1420,1367
1443,1407
1443,1407
1446,1407
1477,1407
1477,1356
1490,1380
1519,1445
1519,1372
1519,1393
1519,1484
1495,1484
1495,1484
1534,1484
1542,1372
1542,1353
1509,1366
1542,1366
1374,1346
1529,1368
1505,1368
1505,1290
1505,1405
1517,1488
1517,1488
1547,1386
1547,1386
1547,1344
1572,1525
1549,1525
1549,1501
1549,1506
1512,1457
1572,1457
1584,1398
1564,1389
1500,1324
1584,1324
1586,1324
1553,1548
1558,1548
1589,1548
1628,1548
1628,1548
1628,1594
1629,1429
1629,1496
1616,1427
1640,1427
1640,1396
1640,1396
1640,1340
1341,1340
1482,1302
1552,1438
1575,1485
1521,1302
1611,1301
1611,1476
1611,1476
1611,1450
1488,1397
1442,1348
1488,1342
1463,1321
1488,1419
1488,1419
1492,1419
1478,1300
1383,1295
1383,1381
1475,1381
1483,1381
1469,1381
1408,1361
1483,1349
1437,1343
1437,1335
1397,1335
1402,1335
1436,1335
1480,1423
1430,1423
1428,1423
1428,1333
1377,1333
1388,1333
1355,1333
1355,1333
1439,1333
1439,1344
1439,1344
1439,1390
1439,1390
1420,1325
1455,1324
1392,1291
1392,1384
1392,1268
1392,1260
1394,1216
1394,1344
1394,1344
1394,1288
1394,1274
1319,1236
1319,1288
1319,1245
1378,1236
1312,1223
1378,1291
1351,1291
1378,1223
1390,1341
1390,1262
1282,1262
1282,1243
1340,1206
1364,1190
1363,1287
1293,1287
1359,1277
1318,1277
1345,1249
1275,1228
1275,1227
1275,1227
1363,1178
1398,1348
1398,1311
1398,1311
1378,1325
1378,1311
1352,1308
1317,1308
1325,1272
1352,1317
1341,1297
1307,1263
1340,1263
1347,1263
1347,1345
1347,1273
1356,1273
1403,1263
1403,1263
1334,1263
1334,1263
1334,1263
1334,1238
1338,1262
1342,1262
1316,1238
1316,1238
1298,1220
1306,1298
1319,1289
1323,1289
1342,1217
1342,1198
1342,1269
1342,1267
1342,1227
1342,1197
1349,1339
1349,1339
1349,1331
1349,1250
1357,1219
1361,1191
1367,1191
1370,1191
1403,1354
1395,1354
1384,1356
1384,1356
1423,1373
1429,1416
1430,1373
1449,1373
1432,1390
1436,1421
1449,1390
1449,1390
1431,1373
1430,1362
1430,1362
1430,1362
1430,1356
1358,1356
1358,1356
1449,1356
1452,1355
1452,1353
1454,1343
1460,1343
1352,1327
1442,1291
1460,1291
1460,1291
1465,1336
1470,1296
1416,1291
1416,1289
1411,1261
1416,1247
1461,1247
1470,1385
1392,1385
1459,1288
1325,1299
1318,1299
1325,1281
1302,1286
1325,1286
1325,1281
1406,1265
1451,1265
1307,1293
1449,1254
1451,1250
1467,1289
1311,1289
1465,1289
1465,1289
1467,1462
1475,1369
1475,1403
1439,1403
1439,1403
1426,1365
1370,1365
1434,1360
1467,1333
1467,1311
1468,1304
1471,1341
1471,1341
1383,1341
1443,1341
1443,1341
1448,1361
1448,1415
1480,1415
1481,1415
1481,1361
1481,1467
1483,1341
1394,1304
1428,1298
1351,1298
1351,1289
1351,1286
1375,1263
1368,1309
1378,1309
1378,1261
1378,1283
1338,1260
1338,1252
1344,1305
1392,1305
1420,1305
1428,1247
1433,1236
1290,1236
1290,1236
1238,1234
1444,1229
1444,1403
1433,1403
1433,1403
1450,1420
1450,1392
1450,1322
1347,1322
1451,1321
1444,1321
1455,1289
1383,1229
1383,1298
1442,1298
1344,1319
1344,1223
1344,1223
1380,1220
1398,1330
1389,1387
1421,1380
1426,1350
1426,1350
1426,1350
1426,1350
1383,1338
1396,1336
1366,1336
1345,1336
1386,1335
1386,1335
1387,1324
1391,1324
1416,1310
1417,1300
1417,1264
1335,1283
1335,1260
1342,1260
1279,1273
1279,1275
1279,1275
1279,1275
1291,1275
1346,1260
1328,1245
1328,1234
1276,1211
1276,1211
1276,1211
1328,1243
1358,1210
1314,1302
1359,1213
1362,1353
1362,1353
1381,1353
1385,1297
1385,1375
1385,1375
1382,1375
1385,1375
1392,1375
1392,1357
1406,1357
